"ID","DocType","Field Type","Is System Generated","Module (for export)","Label","Placeholder","Fieldname","Insert After","Length","Link Filters","Precision","Hide Seconds","Hide Days","Options","Sort Options","Fetch From","Fetch on Save if Empty","Collapsible","Collapsible Depends On","Default Value","Depends On","Mandatory Depends On","Read Only Depends On","Non Negative","Is Mandatory Field","Unique","Is Virtual","Read Only","Ignore User Permissions","Hidden","Print Hide","Print Hide If No Value","Print Width","No Copy","Allow on Submit","In List View","In Standard Filter","In Global Search","In Preview","Bold","Report Hide","Index","Allow in Quick Entry","Ignore XSS Filter","Translatable","Hide Border","Show Dashboard","Field Description","Permission Level","Width","Columns"
 },
 {
  ""label"": ""INVSI1 - Vansi-Borsi"",
  ""value"": ""INVSI1""
 },
 {
  ""label"": ""INVSK6 - APIIC- (HALL NO. 2)"",
  ""value"": ""INVSK6""
 },
 {
  ""label"": ""INVSP6 - WIPRO SEZRESPUVANIPA"",
  ""value"": ""INVSP6""
 },
 {
  ""label"": ""INVSV1 - Varsova"",
  ""value"": ""INVSV1""
 },
 {
  ""label"": ""INVTC6 - CHEYYAR VELLORE"",
  ""value"": ""INVTC6""
 },
 {
  ""label"": ""INVTZ1 - Visakhapatnam"",
  ""value"": ""INVTZ1""
 },
 {
  ""label"": ""INVTZ4 - Visakhapatnam"",
  ""value"": ""INVTZ4""
 },
 {
  ""label"": ""INVTZ6 - Visakhapatnam SEZ"",
  ""value"": ""INVTZ6""
 },
 {
  ""label"": ""INVVA1 - Veraval"",
  ""value"": ""INVVA1""
 },
 {
  ""label"": ""INVYD1 - Vijaydurg"",
  ""value"": ""INVYD1""
 },
 {
  ""label"": ""INVZJ1 - Vazhinjam"",
  ""value"": ""INVZJ1""
 },
 {
  ""label"": ""INVZM6 - DLL SEZ"",
  ""value"": ""INVZM6""
 },
 {
  ""label"": ""INVZR6 - M/S DR. REDDY SEZ"",
  ""value"": ""INVZR6""
 },
 {
  ""label"": ""INWAL6 - Waluj (Aurangabad)"",
  ""value"": ""INWAL6""
 },
 {
  ""label"": ""INWFD6 - ICD Bangalore"",
  ""value"": ""INWFD6""
 },
 {
  ""label"": ""INWFI6 - INFO/SEZ/BANGALORE"",
  ""value"": ""INWFI6""
 },
 {
  ""label"": ""INWFT6 - ITPL SEZ II BENGALUR"",
  ""value"": ""INWFT6""
 },
 {
  ""label"": ""INWGC4 - Warrangal"",
  ""value"": ""INWGC4""
 },
 {
  ""label"": ""INWRR6 - WARDHA POWER CO LTD"",
  ""value"": ""INWRR6""
 },
 {
  ""label"": ""INYMA6 - MODERN ASSET SEZ II"",
  ""value"": ""INYMA6""
 },
 {
  ""label"": ""INYNA6 - MOSERN ASSET SEZ I"",
  ""value"": ""INYNA6""
 },
 {
  ""label"": ""INYNK6 - KIP/SEZ/N BANGALORE"",
  ""value"": ""INYNK6""
 },
 {
  ""label"": ""INYNL6 - L&T CEL SEZ II"",
  ""value"": ""INYNL6""
 },
 {
  ""label"": ""INYNM6 - MILESTONE/SEZ/BLR"",
  ""value"": ""INYNM6""
 },
 {
  ""label"": ""INYNT6 - L&T CEL SEZ I"",
  ""value"": ""INYNT6""
 },
 {
  ""label"": ""INZIP6 - ZIPL-SEZ AHMEDABAD"",
  ""value"": ""INZIP6""
 }
]",0,"",0,0,"","","eval:doc.gst_category == 'Overseas' && doc.place_of_supply == '96-Other Countries'","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Delivery Note-shipping_bill_date","Delivery Note","Date",1,"GST India","Shipping Bill Date","","shipping_bill_date","shipping_bill_number",0,"","",0,0,"",0,"",0,0,"","","eval:doc.gst_category == 'Overseas' && doc.place_of_supply == '96-Other Countries'","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Delivery Note-shipping_bill_number","Delivery Note","Data",1,"GST India"," Shipping Bill Number","","shipping_bill_number","port_code",50,"","",0,0,"",0,"",0,0,"","","eval:doc.gst_category == 'Overseas' && doc.place_of_supply == '96-Other Countries'","","",0,0,0,0,0,0,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
